SSN;File;Priority;Line;Description;Rule set;Rule
s2113422;Tutorial2018/s249073dir/genJava/source/P4WCIprojectin1file.pde;3;80;Do not change global variable cloud2Y from method backgroundClouds, backgroundClouds is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2113422;Tutorial2018/s249073dir/genJava/source/P4WCIprojectin1file.pde;3;81;Do not change global variable cloud2X from method backgroundClouds, backgroundClouds is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2113422;Tutorial2018/s249073dir/genJava/source/P4WCIprojectin1file.pde;3;91;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2113422;Tutorial2018/s249073dir/genJava/source/P4WCIprojectin1file.pde;3;93;Do not use literals for pixels for text(char, float*, float*) inside method Timer.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2113422;Tutorial2018/s249073dir/genJava/source/P4WCIprojectin1file.pde;3;95;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2113422;Tutorial2018/s249073dir/genJava/source/P4WCIprojectin1file.pde;3;97;Do not use literals for pixels for text(char, float*, float*) inside method Timer.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2157330;Tutorial2018/s249324dir/genJava/source/P4WCIprojectin1file.pde;3;119;Do not use global event variable keyPressed in method drawKeys, drawKeys is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2157330;Tutorial2018/s249324dir/genJava/source/P4WCIprojectin1file.pde;3;120;Do not use global event variable key in method drawKeys, drawKeys is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2157330;Tutorial2018/s249324dir/genJava/source/P4WCIprojectin1file.pde;3;125;Do not use global event variable keyPressed in method drawKeys, drawKeys is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2157330;Tutorial2018/s249324dir/genJava/source/P4WCIprojectin1file.pde;3;126;Do not use global event variable key in method drawKeys, drawKeys is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2157330;Tutorial2018/s249324dir/genJava/source/P4WCIprojectin1file.pde;3;132;Do not use global event variable keyPressed in method drawKeys, drawKeys is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2157330;Tutorial2018/s249324dir/genJava/source/P4WCIprojectin1file.pde;3;133;Do not use global event variable key in method drawKeys, drawKeys is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2157330;Tutorial2018/s249324dir/genJava/source/P4WCIprojectin1file.pde;3;137;Do not use global event variable keyPressed in method drawKeys, drawKeys is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2157330;Tutorial2018/s249324dir/genJava/source/P4WCIprojectin1file.pde;3;138;Do not use global event variable key in method drawKeys, drawKeys is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2157330;Tutorial2018/s249324dir/genJava/source/P4WCIprojectin1file.pde;3;159;Do not use literals for pixels for rect(float*, float*, float, float) inside method stripe.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2157330;Tutorial2018/s249324dir/genJava/source/P4WCIprojectin1file.pde;3;77;Avoid variables with short names like r;Naming;ShortVariable
s2190397;Tutorial2018/s248848dir/genJava/source/P4WCIprojectin1file.pde;3;23;Do not use global event variable mousePressed in method draw, draw is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2190397;Tutorial2018/s248848dir/genJava/source/P4WCIprojectin1file.pde;3;24;Do not use global event variable mouseX in method draw, draw is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2190397;Tutorial2018/s248848dir/genJava/source/P4WCIprojectin1file.pde;3;24;Do not use global event variable mouseY in method draw, draw is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2190397;Tutorial2018/s248848dir/genJava/source/P4WCIprojectin1file.pde;3;88;Avoid using if...else statements without curly braces;Braces;IfElseStmtsMustUseBraces
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;1;259;Variables should start with a lowercase character, 'R' starts with uppercase character.;Naming;VariableNamingConventions
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;1;260;Variables should start with a lowercase character, 'G' starts with uppercase character.;Naming;VariableNamingConventions
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;1;261;Variables should start with a lowercase character, 'B' starts with uppercase character.;Naming;VariableNamingConventions
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;3;103;Avoid variables with short names like i;Naming;ShortVariable
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;3;114;Do not change global variable points from method updateSombrero, updateSombrero is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;3;130;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;3;131;Do not change global variable countdownLanding from method handleLanding, handleLanding is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;3;132;Do not change global variable onGround from method handleLanding, handleLanding is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;3;135;Do not change global variable countdownLanding from method handleLanding, handleLanding is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;3;187;The method drawBody is too long, 28 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;3;1;Possible God class (WMC=51, ATFD=28, TCC=0.19047619047619047). A high ATFD value (Access To Foreign Data) means that a class (or main tab) does too much work for other classes.;Design;GodClass
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;3;225;Avoid empty if statements;Empty Code;EmptyIfStmt
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;3;259;Avoid variables with short names like R;Naming;ShortVariable
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;3;260;Avoid variables with short names like G;Naming;ShortVariable
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;3;261;Avoid variables with short names like B;Naming;ShortVariable
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;3;2;This are very many attributes/global variables. Check if some of them should be local variables, or part of an object.;Code Size;TooManyFields
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;3;42;The method draw is too long, 34 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;3;48;Do not use literals for pixels for text(char, float*, float*) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;3;50;Do not change global variable time from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;3;55;Do not use literals for pixels for text(char, float*, float*) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;3;56;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;3;61;Do not change global variable uploaded from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;3;65;Do not use literals for pixels for text(char, float*, float*) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;3;68;Do not use global event variable mousePressed in method draw, draw is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;3;71;Do not change global variable onGround from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;3;72;Do not change global variable speedFall from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;3;77;Do not change global variable speedFall from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;3;78;Do not change global variable countdownLanding from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;3;79;Do not change global variable player from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;3;84;Do not change global variable speedFall from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2162423;Tutorial2018/s249276dir/genJava/source/P4WCIprojectin1file.pde;3;94;Do not change global variable countdownLanding from method chooseMouth, chooseMouth is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2135426;Tutorial2018/s249344dir/genJava/source/P4WCIprojectin1file.pde;3;109;Avoid using if...else statements without curly braces;Braces;IfElseStmtsMustUseBraces
s2135426;Tutorial2018/s249344dir/genJava/source/P4WCIprojectin1file.pde;3;47;Field eyeColor has the same name as a method;Naming;AvoidFieldNameMatchingMethodName
s2135426;Tutorial2018/s249344dir/genJava/source/P4WCIprojectin1file.pde;3;52;Avoid variables with short names like r;Naming;ShortVariable
s2135426;Tutorial2018/s249344dir/genJava/source/P4WCIprojectin1file.pde;3;53;Avoid variables with short names like b;Naming;ShortVariable
s2135426;Tutorial2018/s249344dir/genJava/source/P4WCIprojectin1file.pde;3;54;Avoid variables with short names like g;Naming;ShortVariable
s2150603;Tutorial2018/s249422dir/genJava/source/P4WCIprojectin1file.pde;3;22;The method draw is too long, 42 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2150603;Tutorial2018/s249422dir/genJava/source/P4WCIprojectin1file.pde;3;30;Do not use literals for pixels for rect(float*, float*, float, float) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2150603;Tutorial2018/s249422dir/genJava/source/P4WCIprojectin1file.pde;3;34;Do not use global event variable mousePressed in method draw, draw is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2150603;Tutorial2018/s249422dir/genJava/source/P4WCIprojectin1file.pde;3;38;Avoid using if...else statements without curly braces;Braces;IfElseStmtsMustUseBraces
s2150603;Tutorial2018/s249422dir/genJava/source/P4WCIprojectin1file.pde;3;50;Do not use global event variable mousePressed in method draw, draw is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2150603;Tutorial2018/s249422dir/genJava/source/P4WCIprojectin1file.pde;3;54;Avoid using if...else statements without curly braces;Braces;IfElseStmtsMustUseBraces
s2150603;Tutorial2018/s249422dir/genJava/source/P4WCIprojectin1file.pde;3;72;Do not use global event variable mousePressed in method draw, draw is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2150603;Tutorial2018/s249422dir/genJava/source/P4WCIprojectin1file.pde;3;75;Avoid using if...else statements without curly braces;Braces;IfElseStmtsMustUseBraces
s2150603;Tutorial2018/s249422dir/genJava/source/P4WCIprojectin1file.pde;3;79;Do not use global event variable mousePressed in method draw, draw is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2150603;Tutorial2018/s249422dir/genJava/source/P4WCIprojectin1file.pde;3;83;Do not use literals for pixels for line(float*, float*, float*, float*) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2150603;Tutorial2018/s249422dir/genJava/source/P4WCIprojectin1file.pde;3;84;Do not use literals for pixels for line(float*, float*, float*, float*) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
