@relation test

@attribute text string
@attribute ClassArff {correct,PixelHardcodeIgnoranceRule,LongMethodRule,SimplifyBooleanExpressions,IfElseStmtsMustUseBraces,VariableNamingConventions,DecentralizedEventHandlingRule,DrawingStateChangeRule,ShortVariable,TooManyFields,DecentralizedDrawingRule,EmptyIfStmt,AtLeastOneConstructor,LongParameterListRule,IfStmtsMustUseBraces,AvoidFieldNameMatchingMethodName,StdCyclomaticComplexity,AvoidFieldNameMatchingTypeName,EmptyStatementNotInLoop,StatelessClassRule,UncommentedEmptyConstructor,MethodNamingConventions,ForLoopsMustUseBraces,FieldDeclarationsShouldBeAtStartOfClass,UnusedFormalParameter,AvoidReassigningParameters,AvoidDeeplyNestedIfStmts,IdempotentOperations}

@data
'{    // Set up arrays and objects    for (int i = 0; i < 30; i++) {        arrayBigStar[i] = new bigStar(random(0, 1000), random(0, 1000));    }    for (int i = 0; i < 30; i++) {        arraySmallStar[i] = new smallStar(random(0, 1000), random(0, 1000));    }    body1 = new Body(300, 300);    eyes = new Eye(300, 300);    beam1 = new Beam(300, 300);    noCursor();    newBeam = true;}',correct
'bigStar',correct
'mouseReleased',correct
'characterY + 58',correct
'Eye eyes;',correct
'quadraticVertex(characterX + 114, characterY + 45, characterX + 50, characterY + 65);',correct
'new smallStar(random(0, 1000), random(0, 1000))',correct
'characterY + 50',correct
'PFont Text;',VariableNamingConventions
'characterY + 53',correct
'characterY + 55',correct
'vertex(randomX - 6, randomY - 2);',correct
'{    noStroke();    fill(255, 190, 127);    // Create the star    beginShape();    vertex(randomX, randomY - 12);    vertex(randomX + 3, randomY - 5);    vertex(randomX + 12, randomY - 4);    vertex(randomX + 6, randomY + 2);    vertex(randomX + 8, randomY + 10);    vertex(randomX, randomY + 6);    vertex(randomX - 8, randomY + 10);    vertex(randomX - 6, randomY + 2);    vertex(randomX - 12, randomY - 4);    vertex(randomX - 4, randomY - 5);    endShape(CLOSE);}',correct
'characterY + 54',correct
'arc(characterX + 51, characterY + 37, 7, 15, 0, PI, CHORD);',correct
'characterY + 70',correct
'arrayBigStar[i].display()',correct
'blinkCounter',correct
'text("Hint: Try pressing the mouse to see what it can do", 500, 530)',correct
'isOpen = true;',correct
'eyes = new Eye(300, 300);',correct
'background(3, 16, 38);',correct
'vertex(randomX + 8, randomY + 10);',correct
'characterY + 63',correct
'rainbow = false',correct
'characterY + 65',correct
'characterY + 68',correct
'noStroke()',correct
'characterX + 33',correct
'eyes.display()',correct
'beam1.move(mouseX, mouseY)',correct
'characterY = initY;',correct
'randomX - 12',correct
'characterX + 30',correct
'void setup() {    colorMode(HSB);}',correct
'vertex(randomX - 4, randomY + 5)',correct
'characterX + 38',correct
'characterY + 37',correct
'beam1 = new Beam(300, 300)',correct
'bezierVertex(characterX + 104, characterY + 47, characterX + 81, characterY + 81, characterX + 71, characterY + 68)',correct
'characterY + 30',correct
'if (keyPressed == true) {    stage = 1;}',DecentralizedEventHandlingRule
'triangle(characterX + 100, characterY + 48, width + random(0, 300), characterY + 48 + 20, width + random(0, 300), characterY + 48 - 20)',correct
'characterY + 35',correct
'Eye(float initX, float initY) {    characterX = initX;    characterY = initY;    isOpen = true;    blinkCounter = 0;}',correct
'characterX + 20',correct
'characterX + 22',correct
'randomX = initX;',correct
'timer = 0',correct
'characterX + 28',correct
'textSize(15);',correct
'strokeWeight(3);',correct
'if (blinkCounter >= 190) {    blinkCounter = 0;}',correct
'characterX + 25',correct
'characterY + 48',correct
'characterY + 47',correct
'fill(0)',correct
'vertex(characterX + 50, characterY + 65);',correct
'bezierVertex(characterX + 68, characterY + 55, characterX + 63, characterY + 35, characterX - 8, characterY + 25);',correct
'{    noStroke();    colorMode(HSB);    // Color changes over time to create a rainbow effect    if (rainbowcolor >= 255)        rainbowcolor = 0;    else        rainbowcolor++;    rainbowcolor++;    {        fill(rainbowcolor, 255, 255);    }    triangle(characterX + 100, characterY + 48, width + random(0, 300), characterY + 48 + 20, width + random(0, 300), characterY + 48 - 20);}',correct
'characterY + 40',correct
'arrayBigStar[i].move();',correct
'void display() {    noStroke();    fill(149, 156, 168);    // Create head    beginShape();    vertex(characterX, characterY);    quadraticVertex(characterX + 20, characterY - 33, characterX + 65, characterY - 13);    bezierVertex(characterX + 68, characterY + 55, characterX + 63, characterY + 35, characterX - 8, characterY + 25);    endShape(CLOSE);    // Create object left next to head    beginShape();    vertex(characterX - 20, characterY);    quadraticVertex(characterX - 20, characterY - 18, characterX, characterY - 20);    bezierVertex(characterX - 5, characterY - 5, characterX - 10, characterY + 20, characterX - 20, characterY + 15);    endShape(CLOSE);    // Create jaw    beginShape();    vertex(characterX + 10, characterY + 50);    quadraticVertex(characterX - 15, characterY + 50, characterX, characterY + 30);    bezierVertex(characterX + 50, characterY + 63, characterX + 45, characterY + 40, characterX + 45, characterY + 54);    endShape(CLOSE);    // Draw torso    ellipse(characterX + 20, characterY + 70, 50, 30);    // Create lowest part of character    beginShape();    vertex(characterX + 17, characterY + 90);    quadraticVertex(characterX - 45, characterY + 77, characterX + 30, characterY + 91);    bezierVertex(characterX - 14, characterY + 109, characterX - 16, characterY + 105, characterX - 17, characterY + 78);    endShape(CLOSE);    if (newBeam == false) {        fill(149, 156, 168);        // Create left arm in active position        beginShape();        vertex(characterX + 50, characterY + 65);        quadraticVertex(characterX + 114, characterY + 45, characterX + 50, characterY + 65);        bezierVertex(characterX + 125, characterY + 14, characterX + 100, characterY + 63, characterX + 50, characterY + 65);        endShape(CLOSE);        // Create right arm in active position        beginShape();        vertex(characterX + 85, characterY + 60);        quadraticVertex(characterX + 105, characterY + 45, characterX + 95, characterY + 54);        bezierVertex(characterX + 104, characterY + 47, characterX + 81, characterY + 81, characterX + 71, characterY + 68);        endShape(CLOSE);    }    if (newBeam == true) {        fill(149, 156, 168);        // Create right arm in resting position        beginShape();        vertex(characterX + 48, characterY + 63);        quadraticVertex(characterX + 57, characterY + 75, characterX + 67, characterY + 102);        bezierVertex(characterX + 73, characterY + 118, characterX + 56, characterY + 131, characterX + 48, characterY + 63);        endShape(CLOSE);        // Create left arm in resting position        beginShape();        vertex(characterX - 5, characterY + 55);        quadraticVertex(characterX - 26, characterY + 37, characterX - 44, characterY + 37);        bezierVertex(characterX - 61, characterY + 29, characterX - 41, characterY + 53, characterX - 9, characterY + 58);        endShape(CLOSE);    }    noStroke();    fill(255);    // Create teeth    arc(characterX + 25, characterY + 35, 7, 15, 0, PI + 0.3f, CHORD);    arc(characterX + 51, characterY + 37, 7, 15, 0, PI, CHORD);    arc(characterX + 38, characterY + 45, 9, 17, PI, TWO_PI + 0.2f, CHORD);}',correct
'// Arrays for backgroundstarsbigStar[] arrayBigStar = new bigStar[30];',correct
'// Draw torsoellipse(characterX + 20, characterY + 70, 50, 30);',correct
'characterY + 45',correct
'characterX + 55',correct
'characterX + 56',correct
'characterX + 50',correct
'vertex(randomX, randomY - 6);',correct
'body1 = new Body(300, 300);',correct
'characterX + 125',correct
'characterX + 51',correct
'characterX + 52',correct
'textSize(35)',correct
'smallStar(float initX, float initY) {    randomX = initX;    randomY = initY;}',correct
'update',correct
'fill(255)',correct
'characterX + 57',correct
'{    // If no key has been pressed show a start screen    if (stage == 0) {        background(3, 16, 38);        textAlign(CENTER);        textSize(35);        text("PRESS ANY KEY TO SEE THE MAJESTIC BEAST", 500, 500);        textSize(15);        text("Hint: Try pressing the mouse to see what it can do", 500, 530);        if (keyPressed == true) {            stage = 1;        }    }    // If a key has been pressed, start drawing the creature, background and objects    if (stage == 1) {        background(0);        // Display and move the backgroundstars (Draw them on random positions)        for (int i = 0; i < 30; i++) {            arrayBigStar[i].display();            arrayBigStar[i].move();        }        for (int i = 0; i < 30; i++) {            arraySmallStar[i].display();            arraySmallStar[i].move();        }        // Display objects        body1.display();        eyes.display();        eyes.update();        beam1.display();    }}',correct
'text("PRESS ANY KEY TO SEE THE MAJESTIC BEAST", 500, 500)',correct
'eyes = new Eye(300, 300)',correct
'new bigStar(random(0, 1000), random(0, 1000))',correct
'characterY + 15',correct
'fill(255, 190, 127);',correct
'characterY + 14',correct
'arraySmallStar[i] = new smallStar(random(0, 1000), random(0, 1000))',correct
'characterY + 11',correct
'vertex(characterX, characterY);',correct
'characterY = mouseY_;',correct
'arc(characterX + 38, characterY + 45, 9, 17, PI, TWO_PI + 0.2f, CHORD);',correct
'characterX + 44',correct
'characterX + 45',correct
'characterX + 114',correct
'{    background(0);    // Display and move the backgroundstars (Draw them on random positions)    for (int i = 0; i < 30; i++) {        arrayBigStar[i].display();        arrayBigStar[i].move();    }    for (int i = 0; i < 30; i++) {        arraySmallStar[i].display();        arraySmallStar[i].move();    }    // Display objects    body1.display();    eyes.display();    eyes.update();    beam1.display();}',correct
'vertex(randomX - 6, randomY + 2)',correct
'characterX + 48',correct
'textAlign(CENTER);',correct
'characterY + 25',correct
'int i = 0',correct
'// Display and move the backgroundstars (Draw them on random positions)for (int i = 0; i < 30; i++) {    arrayBigStar[i].display();    arrayBigStar[i].move();}',correct
'characterY + 29',correct
'keyPressed == true',correct
'endShape(CLOSE)',correct
'characterY + 20',correct
'vertex(randomX - 4, randomY - 5);',correct
'// Create right arm in active positionbeginShape();',correct
'text("PRESS ANY KEY TO SEE THE MAJESTIC BEAST", 500, 500);',PixelHardcodeIgnoranceRule
'colorMode(RGB);',correct
'characterX - 9',correct
'characterX - 8',correct
'boolean rainbow;',correct
'quadraticVertex(characterX - 45, characterY + 77, characterX + 30, characterY + 91)',correct
'body1.move(mouseX, mouseY)',correct
'characterX - 5',correct
'randomX + 3',correct
'randomX + 2',correct
'background(0)',correct
'i < 30',correct
'rainbowcolor++',correct
'randomX + 6',correct
'float characterY;',correct
'randomX + 4',correct
'boolean newBeam;',correct
'randomX + 8',correct
'vertex(characterX - 5, characterY + 55);',correct
'// Create right arm in resting positionbeginShape();',correct
'void display() {    noStroke();    fill(255, 190, 127);    // Create the star    beginShape();    vertex(randomX, randomY - 12);    vertex(randomX + 3, randomY - 5);    vertex(randomX + 12, randomY - 4);    vertex(randomX + 6, randomY + 2);    vertex(randomX + 8, randomY + 10);    vertex(randomX, randomY + 6);    vertex(randomX - 8, randomY + 10);    vertex(randomX - 6, randomY + 2);    vertex(randomX - 12, randomY - 4);    vertex(randomX - 4, randomY - 5);    endShape(CLOSE);}',correct
'isOpen',correct
'vertex(characterX + 85, characterY + 60);',correct
'float stage = 0;',correct
'float characterX;',correct
'vertex(randomX + 6, randomY + 2)',correct
'float randomX;',correct
'textSize(15)',correct
'void update() {    // Timer to change eye from open to closed and back    if (blinkCounter < 180) {        blinkCounter++;        isOpen = true;    } else if (blinkCounter >= 180 && blinkCounter < 190) {        isOpen = false;        blinkCounter++;    } else if (blinkCounter >= 190) {        blinkCounter = 0;    }}',correct
'randomX = randomX - 2;',correct
'// Create object left next to headbeginShape();',correct
'ellipse(characterX + 30, characterY + 5, 7, 9);',correct
'{    stage = 1;}',correct
'vertex(randomX + 12, randomY - 4)',correct
'vertex(randomX - 3, randomY + 1);',correct
'[30]',correct
'vertex(characterX + 10, characterY + 50);',correct
'arrayBigStar[i]',correct
'quadraticVertex(characterX + 57, characterY + 75, characterX + 67, characterY + 102);',correct
'body1 = new Body(300, 300)',correct
'body1',correct
'float randomY;',correct
'colorMode(RGB)',correct
'void move(float mouseX_, float mouseY_) {    // Beam moves with the object    characterX = mouseX_;    characterY = mouseY_;}',correct
'rainbowcolor',correct
'randomX = randomX - 1;',correct
'display',correct
'background(0);',correct
'{    // Display the beam when the mouse is pressed    if (!newBeam) {        noStroke();        colorMode(HSB);        // Color changes over time to create a rainbow effect        if (rainbowcolor >= 255)            rainbowcolor = 0;        else            rainbowcolor++;        rainbowcolor++;        {            fill(rainbowcolor, 255, 255);        }        triangle(characterX + 100, characterY + 48, width + random(0, 300), characterY + 48 + 20, width + random(0, 300), characterY + 48 - 20);    }    colorMode(RGB);}',correct
'blinkCounter = 0;',correct
'// Make the stars move to the left at a constant speedif (starmovement >= 255)    starmovement = 0;else    starmovement++;',correct
'arrayBigStar[i] = new bigStar(random(0, 1000), random(0, 1000));',correct
'blinkCounter++',correct
'line(characterX + 55, characterY + 5, characterX + 44, characterY + 5)',correct
'characterX = initX',correct
'PI + 0.3f',correct
'// Create the starbeginShape();',correct
'bezierVertex(characterX + 50, characterY + 63, characterX + 45, characterY + 40, characterX + 45, characterY + 54)',correct
'// Move objects when mouse is draggedbody1.move(mouseX, mouseY);',correct
'vertex(randomX + 3, randomY - 5)',correct
'vertex(randomX + 4, randomY + 5);',correct
'characterY + 5',correct
'vertex(characterX - 5, characterY + 55)',correct
'triangle(characterX + 100, characterY + 48, width + random(0, 300), characterY + 48 + 20, width + random(0, 300), characterY + 48 - 20);',correct
'randomX = width;',correct
'// Create jawbeginShape();',correct
'quadraticVertex(characterX - 15, characterY + 50, characterX, characterY + 30);',correct
